"CAUSABAS","capitulo_cid10","causabas_categoria"
"X84"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por meios não especificados"
"X85"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de drogas, medicamentos e substâncias biológicas"
"X86"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de substâncias corrosivas"
"X87"," XX - Causas externas de morbidade e de mortalidade","Agressão por pesticidas"
"X88"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de gases e vapores"
"X89"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de outros produtos químicos e substâncias nocivas especificados"
"X90"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de produtos químicos e substâncias nocivas não especificados"
"X91"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de enforcamento, estrangulamento e sufocação"
"X92"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de afogamento e submersão"
"X93"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de disparo de arma de fogo de mão"
"X94"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre"
"X95"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada"
"X96"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de material explosivo"
"X97"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de fumaça, fogo e chamas"
"X98"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de vapor de água, gases ou objetos quentes"
"X99"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de objeto cortante ou penetrante"
"Y00"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de um objeto contundente"
"Y01"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de projeção de um lugar elevado"
"Y02"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento"
"Y03"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de impacto de um veículo a motor"
"Y04"," XX - Causas externas de morbidade e de mortalidade","Agressão por meio de força corporal"
"Y05"," XX - Causas externas de morbidade e de mortalidade","Agressão sexual por meio de força física"
"Y06"," XX - Causas externas de morbidade e de mortalidade","Negligência e abandono"
"Y07"," XX - Causas externas de morbidade e de mortalidade","Outras síndromes de maus tratos"
"Y08"," XX - Causas externas de morbidade e de mortalidade","Agressão por outros meios especificados"
"Y09"," XX - Causas externas de morbidade e de mortalidade","Agressão por meios não especificados"
"Y10"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada"
"Y11"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada"
"Y12"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada"
"Y13"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada"
"Y14"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada"
"Y15"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada"
"Y16"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada"
"Y17"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada"
"Y18"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada"
"Y19"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada"
"Y20"," XX - Causas externas de morbidade e de mortalidade","Enforcamento, estrangulamento e sufocação, intenção não determinada"
"Y21"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão, intenção não determinada"
"Y22"," XX - Causas externas de morbidade e de mortalidade","Disparo de pistola, intenção não determinada"
"Y23"," XX - Causas externas de morbidade e de mortalidade","Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada"
"Y24"," XX - Causas externas de morbidade e de mortalidade","Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada"
"Y25"," XX - Causas externas de morbidade e de mortalidade","Contato com material explosivo, intenção não determinada"
"Y26"," XX - Causas externas de morbidade e de mortalidade","Exposição a fumaça, fogo e chamas, intenção não determinada"
"Y27"," XX - Causas externas de morbidade e de mortalidade","Exposição a vapor de água, gases ou objetos quentes, intenção não determinada"
"Y28"," XX - Causas externas de morbidade e de mortalidade","Contato com objeto cortante ou penetrante, intenção não determinada"
"Y29"," XX - Causas externas de morbidade e de mortalidade","Contato com objeto contundente, intenção não determinada"
"Y30"," XX - Causas externas de morbidade e de mortalidade","Queda, salto ou empurrado de um lugar elevado, intenção não determinada"
"Y31"," XX - Causas externas de morbidade e de mortalidade","Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada"
"Y32"," XX - Causas externas de morbidade e de mortalidade","Impacto de um veículo a motor, intenção não determinada"
"Y33"," XX - Causas externas de morbidade e de mortalidade","Outros fatos ou eventos especificados, intenção não determinada"
"Y34"," XX - Causas externas de morbidade e de mortalidade","Fatos ou eventos não especificados e intenção não determinada"
"Y35"," XX - Causas externas de morbidade e de mortalidade","Intervenção legal"
"Y36"," XX - Causas externas de morbidade e de mortalidade","Operações de guerra"
"Y40"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de antibióticos sistêmicos"
"Y41"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de outros antiinfecciosos e antiparasitários sistêmicos"
"Y42"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas, não classificados em outra parte"
"Y43"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias de ação primariamente sistêmica"
"Y44"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue"
"Y45"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias analgésicas, antipiréticas e antiinflamatórias"
"Y46"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas"
"Y47"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de sedativos, hipnóticos e tranquilizantes [ansiolíticos]"
"Y48"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de anestésicos e gases terapêuticos"
"Y49"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias psicotrópicas, não classificadas em outra parte"
"Y50"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de estimulantes do sistema nervoso central, não classificados em outra parte"
"Y51"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo"
"Y52"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular"
"Y53"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias que atuam primariamente sobre o aparelho gastrointestinal"
"Y54"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água, dos sais minerais e do ácido úrico"
"Y55"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório"
"Y56"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário"
"Y57"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de outras drogas e medicamentos e as não especificadas"
"Y58"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de vacinas bacterianas"
"Y59"," XX - Causas externas de morbidade e de mortalidade","Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas"
"Y60"," XX - Causas externas de morbidade e de mortalidade","Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos"
"Y61"," XX - Causas externas de morbidade e de mortalidade","Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos"
"Y62"," XX - Causas externas de morbidade e de mortalidade","Assepsia insuficiente durante a prestação de cuidados cirúrgicos e médicos"
"Y63"," XX - Causas externas de morbidade e de mortalidade","Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos"
"Y64"," XX - Causas externas de morbidade e de mortalidade","Medicamentos ou substâncias biológicas contaminados"
"Y65"," XX - Causas externas de morbidade e de mortalidade","Outros acidentes durante a prestação de cuidados médicos e cirúrgicos"
